[HEADER]
levelFileName:farmland.dat
levelSize:256x256
levelTiles:65536
[TILES]
{id:0,tile:100,x:0,y:0}
{id:256,tile:100,x:0,y:1}
{id:512,tile:100,x:0,y:2}
{id:768,tile:100,x:0,y:3}
{id:1024,tile:100,x:0,y:4}
{id:1280,tile:100,x:0,y:5}
{id:1536,tile:100,x:0,y:6}
{id:1792,tile:100,x:0,y:7}
{id:2048,tile:100,x:0,y:8}
{id:2304,tile:100,x:0,y:9}
{id:2560,tile:100,x:0,y:10}
{id:2816,tile:100,x:0,y:11}
{id:3072,tile:100,x:0,y:12}
{id:3328,tile:100,x:0,y:13}
{id:3584,tile:100,x:0,y:14}
{id:3840,tile:100,x:0,y:15}
{id:4096,tile:100,x:0,y:16}
{id:4352,tile:100,x:0,y:17}
{id:4608,tile:100,x:0,y:18}
{id:4864,tile:100,x:0,y:19}
{id:5120,tile:100,x:0,y:20}
{id:5376,tile:100,x:0,y:21}
{id:5632,tile:100,x:0,y:22}
{id:5888,tile:100,x:0,y:23}
{id:6144,tile:100,x:0,y:24}
{id:6400,tile:100,x:0,y:25}
{id:6656,tile:100,x:0,y:26}
{id:6912,tile:100,x:0,y:27}
{id:7168,tile:100,x:0,y:28}
{id:7424,tile:100,x:0,y:29}
{id:7680,tile:100,x:0,y:30}
{id:7936,tile:100,x:0,y:31}
{id:8192,tile:100,x:0,y:32}
{id:8448,tile:100,x:0,y:33}
{id:8704,tile:100,x:0,y:34}
{id:8960,tile:100,x:0,y:35}
{id:9216,tile:100,x:0,y:36}
{id:9472,tile:100,x:0,y:37}
{id:9728,tile:100,x:0,y:38}
{id:9984,tile:100,x:0,y:39}
{id:10240,tile:100,x:0,y:40}
{id:10496,tile:100,x:0,y:41}
{id:10752,tile:100,x:0,y:42}
{id:11008,tile:100,x:0,y:43}
{id:11264,tile:100,x:0,y:44}
{id:11520,tile:100,x:0,y:45}
{id:11776,tile:100,x:0,y:46}
{id:12032,tile:100,x:0,y:47}
{id:12288,tile:100,x:0,y:48}
{id:12544,tile:100,x:0,y:49}
{id:12800,tile:100,x:0,y:50}
{id:13056,tile:100,x:0,y:51}
{id:13312,tile:100,x:0,y:52}
{id:13568,tile:100,x:0,y:53}
{id:13824,tile:100,x:0,y:54}
{id:14080,tile:100,x:0,y:55}
{id:14336,tile:100,x:0,y:56}
{id:14592,tile:100,x:0,y:57}
{id:14848,tile:100,x:0,y:58}
{id:15104,tile:100,x:0,y:59}
{id:15360,tile:100,x:0,y:60}
{id:15616,tile:100,x:0,y:61}
{id:15872,tile:100,x:0,y:62}
{id:16128,tile:100,x:0,y:63}
{id:16384,tile:100,x:0,y:64}
{id:16640,tile:100,x:0,y:65}
{id:16896,tile:100,x:0,y:66}
{id:17152,tile:100,x:0,y:67}
{id:17408,tile:100,x:0,y:68}
{id:17664,tile:100,x:0,y:69}
{id:17920,tile:100,x:0,y:70}
{id:18176,tile:100,x:0,y:71}
{id:18432,tile:100,x:0,y:72}
{id:18688,tile:100,x:0,y:73}
{id:18944,tile:100,x:0,y:74}
{id:19200,tile:100,x:0,y:75}
{id:19456,tile:100,x:0,y:76}
{id:19712,tile:100,x:0,y:77}
{id:19968,tile:100,x:0,y:78}
{id:20224,tile:100,x:0,y:79}
{id:20480,tile:100,x:0,y:80}
{id:20736,tile:100,x:0,y:81}
{id:20992,tile:100,x:0,y:82}
{id:21248,tile:100,x:0,y:83}
{id:21504,tile:100,x:0,y:84}
{id:21760,tile:100,x:0,y:85}
{id:22016,tile:100,x:0,y:86}
{id:22272,tile:100,x:0,y:87}
{id:22528,tile:100,x:0,y:88}
{id:22784,tile:100,x:0,y:89}
{id:23040,tile:100,x:0,y:90}
{id:23296,tile:100,x:0,y:91}
{id:23552,tile:100,x:0,y:92}
{id:23808,tile:100,x:0,y:93}
{id:24064,tile:100,x:0,y:94}
{id:24320,tile:100,x:0,y:95}
{id:24576,tile:100,x:0,y:96}
{id:24832,tile:100,x:0,y:97}
{id:25088,tile:100,x:0,y:98}
{id:25344,tile:100,x:0,y:99}
{id:25600,tile:100,x:0,y:100}
{id:25856,tile:100,x:0,y:101}
{id:26112,tile:100,x:0,y:102}
{id:26368,tile:100,x:0,y:103}
{id:26624,tile:100,x:0,y:104}
{id:26880,tile:100,x:0,y:105}
{id:27136,tile:100,x:0,y:106}
{id:27392,tile:100,x:0,y:107}
{id:27648,tile:100,x:0,y:108}
{id:27904,tile:100,x:0,y:109}
{id:28160,tile:100,x:0,y:110}
{id:28416,tile:100,x:0,y:111}
{id:28672,tile:100,x:0,y:112}
{id:28928,tile:100,x:0,y:113}
{id:29184,tile:100,x:0,y:114}
{id:29440,tile:100,x:0,y:115}
{id:29696,tile:100,x:0,y:116}
{id:29952,tile:100,x:0,y:117}
{id:30208,tile:100,x:0,y:118}
{id:30464,tile:100,x:0,y:119}
{id:30720,tile:100,x:0,y:120}
{id:30976,tile:100,x:0,y:121}
{id:31232,tile:100,x:0,y:122}
{id:31488,tile:100,x:0,y:123}
{id:31744,tile:100,x:0,y:124}
{id:32000,tile:100,x:0,y:125}
{id:32256,tile:100,x:0,y:126}
{id:32512,tile:100,x:0,y:127}
{id:32768,tile:100,x:0,y:128}
{id:33024,tile:100,x:0,y:129}
{id:33280,tile:100,x:0,y:130}
{id:33536,tile:100,x:0,y:131}
{id:33792,tile:100,x:0,y:132}
{id:34048,tile:100,x:0,y:133}
{id:34304,tile:100,x:0,y:134}
{id:34560,tile:100,x:0,y:135}
{id:34816,tile:100,x:0,y:136}
{id:35072,tile:100,x:0,y:137}
{id:35328,tile:100,x:0,y:138}
{id:35584,tile:100,x:0,y:139}
{id:35840,tile:100,x:0,y:140}
{id:36096,tile:100,x:0,y:141}
{id:36352,tile:100,x:0,y:142}
{id:36608,tile:100,x:0,y:143}
{id:36864,tile:100,x:0,y:144}
{id:37120,tile:100,x:0,y:145}
{id:37376,tile:100,x:0,y:146}
{id:37632,tile:100,x:0,y:147}
{id:37888,tile:100,x:0,y:148}
{id:38144,tile:100,x:0,y:149}
{id:38400,tile:100,x:0,y:150}
{id:38656,tile:100,x:0,y:151}
{id:38912,tile:100,x:0,y:152}
{id:39168,tile:100,x:0,y:153}
{id:39424,tile:100,x:0,y:154}
{id:39680,tile:100,x:0,y:155}
{id:39936,tile:100,x:0,y:156}
{id:40192,tile:100,x:0,y:157}
{id:40448,tile:100,x:0,y:158}
{id:40704,tile:100,x:0,y:159}
{id:40960,tile:100,x:0,y:160}
{id:41216,tile:100,x:0,y:161}
{id:41472,tile:100,x:0,y:162}
{id:41728,tile:100,x:0,y:163}
{id:41984,tile:100,x:0,y:164}
{id:42240,tile:100,x:0,y:165}
{id:42496,tile:100,x:0,y:166}
{id:42752,tile:100,x:0,y:167}
{id:43008,tile:100,x:0,y:168}
{id:43264,tile:100,x:0,y:169}
{id:43520,tile:100,x:0,y:170}
{id:43776,tile:100,x:0,y:171}
{id:44032,tile:100,x:0,y:172}
{id:44288,tile:100,x:0,y:173}
{id:44544,tile:100,x:0,y:174}
{id:44800,tile:100,x:0,y:175}
{id:45056,tile:100,x:0,y:176}
{id:45312,tile:100,x:0,y:177}
{id:45568,tile:100,x:0,y:178}
{id:45824,tile:100,x:0,y:179}
{id:46080,tile:100,x:0,y:180}
{id:46336,tile:100,x:0,y:181}
{id:46592,tile:100,x:0,y:182}
{id:46848,tile:100,x:0,y:183}
{id:47104,tile:100,x:0,y:184}
{id:47360,tile:100,x:0,y:185}
{id:47616,tile:100,x:0,y:186}
{id:47872,tile:100,x:0,y:187}
{id:48128,tile:100,x:0,y:188}
{id:48384,tile:100,x:0,y:189}
{id:48640,tile:100,x:0,y:190}
{id:48896,tile:100,x:0,y:191}
{id:49152,tile:100,x:0,y:192}
{id:49408,tile:100,x:0,y:193}
{id:49664,tile:100,x:0,y:194}
{id:49920,tile:100,x:0,y:195}
{id:50176,tile:100,x:0,y:196}
{id:50432,tile:100,x:0,y:197}
{id:50688,tile:100,x:0,y:198}
{id:50944,tile:100,x:0,y:199}
{id:51200,tile:100,x:0,y:200}
{id:51456,tile:100,x:0,y:201}
{id:51712,tile:100,x:0,y:202}
{id:51968,tile:100,x:0,y:203}
{id:52224,tile:100,x:0,y:204}
{id:52480,tile:100,x:0,y:205}
{id:52736,tile:100,x:0,y:206}
{id:52992,tile:100,x:0,y:207}
{id:53248,tile:100,x:0,y:208}
{id:53504,tile:100,x:0,y:209}
{id:53760,tile:100,x:0,y:210}
{id:54016,tile:100,x:0,y:211}
{id:54272,tile:100,x:0,y:212}
{id:54528,tile:100,x:0,y:213}
{id:54784,tile:100,x:0,y:214}
{id:55040,tile:100,x:0,y:215}
{id:55296,tile:100,x:0,y:216}
{id:55552,tile:100,x:0,y:217}
{id:55808,tile:100,x:0,y:218}
{id:56064,tile:100,x:0,y:219}
{id:56320,tile:100,x:0,y:220}
{id:56576,tile:100,x:0,y:221}
{id:56832,tile:100,x:0,y:222}
{id:57088,tile:100,x:0,y:223}
{id:57344,tile:100,x:0,y:224}
{id:57600,tile:100,x:0,y:225}
{id:57856,tile:100,x:0,y:226}
{id:58112,tile:100,x:0,y:227}
{id:58368,tile:100,x:0,y:228}
{id:58624,tile:100,x:0,y:229}
{id:58880,tile:100,x:0,y:230}
{id:59136,tile:100,x:0,y:231}
{id:59392,tile:100,x:0,y:232}
{id:59648,tile:100,x:0,y:233}
{id:59904,tile:100,x:0,y:234}
{id:60160,tile:100,x:0,y:235}
{id:60416,tile:100,x:0,y:236}
{id:60672,tile:100,x:0,y:237}
{id:60928,tile:100,x:0,y:238}
{id:61184,tile:100,x:0,y:239}
{id:61440,tile:100,x:0,y:240}
{id:61696,tile:100,x:0,y:241}
{id:61952,tile:100,x:0,y:242}
{id:62208,tile:100,x:0,y:243}
{id:62464,tile:100,x:0,y:244}
{id:62720,tile:100,x:0,y:245}
{id:62976,tile:100,x:0,y:246}
{id:63232,tile:100,x:0,y:247}
{id:63488,tile:100,x:0,y:248}
{id:63744,tile:100,x:0,y:249}
{id:64000,tile:100,x:0,y:250}
{id:64256,tile:100,x:0,y:251}
{id:64512,tile:100,x:0,y:252}
{id:64768,tile:100,x:0,y:253}
{id:65024,tile:100,x:0,y:254}
{id:65280,tile:100,x:0,y:255}
{id:1,tile:100,x:1,y:0}
{id:257,tile:100,x:1,y:1}
{id:513,tile:100,x:1,y:2}
{id:769,tile:100,x:1,y:3}
{id:1025,tile:100,x:1,y:4}
{id:1281,tile:100,x:1,y:5}
{id:1537,tile:100,x:1,y:6}
{id:1793,tile:100,x:1,y:7}
{id:2049,tile:100,x:1,y:8}
{id:2305,tile:100,x:1,y:9}
{id:2561,tile:100,x:1,y:10}
{id:2817,tile:100,x:1,y:11}
{id:3073,tile:100,x:1,y:12}
{id:3329,tile:100,x:1,y:13}
{id:3585,tile:100,x:1,y:14}
{id:3841,tile:100,x:1,y:15}
{id:4097,tile:100,x:1,y:16}
{id:4353,tile:100,x:1,y:17}
{id:4609,tile:100,x:1,y:18}
{id:4865,tile:100,x:1,y:19}
{id:5121,tile:100,x:1,y:20}
{id:5377,tile:100,x:1,y:21}
{id:5633,tile:100,x:1,y:22}
{id:5889,tile:100,x:1,y:23}
{id:6145,tile:100,x:1,y:24}
{id:6401,tile:100,x:1,y:25}
{id:6657,tile:100,x:1,y:26}
{id:6913,tile:100,x:1,y:27}
{id:7169,tile:100,x:1,y:28}
{id:7425,tile:100,x:1,y:29}
{id:7681,tile:100,x:1,y:30}
{id:7937,tile:100,x:1,y:31}
{id:8193,tile:100,x:1,y:32}
{id:8449,tile:100,x:1,y:33}
{id:8705,tile:100,x:1,y:34}
{id:8961,tile:100,x:1,y:35}
{id:9217,tile:100,x:1,y:36}
{id:9473,tile:100,x:1,y:37}
{id:9729,tile:100,x:1,y:38}
{id:9985,tile:100,x:1,y:39}
{id:10241,tile:100,x:1,y:40}
{id:10497,tile:100,x:1,y:41}
{id:10753,tile:100,x:1,y:42}
{id:11009,tile:100,x:1,y:43}
{id:11265,tile:100,x:1,y:44}
{id:11521,tile:100,x:1,y:45}
{id:11777,tile:100,x:1,y:46}
{id:12033,tile:100,x:1,y:47}
{id:12289,tile:100,x:1,y:48}
{id:12545,tile:100,x:1,y:49}
{id:12801,tile:100,x:1,y:50}
{id:13057,tile:100,x:1,y:51}
{id:13313,tile:100,x:1,y:52}
{id:13569,tile:100,x:1,y:53}
{id:13825,tile:100,x:1,y:54}
{id:14081,tile:100,x:1,y:55}
{id:14337,tile:100,x:1,y:56}
{id:14593,tile:100,x:1,y:57}
{id:14849,tile:100,x:1,y:58}
{id:15105,tile:100,x:1,y:59}
{id:15361,tile:100,x:1,y:60}
{id:15617,tile:100,x:1,y:61}
{id:15873,tile:100,x:1,y:62}
{id:16129,tile:100,x:1,y:63}
{id:16385,tile:100,x:1,y:64}
{id:16641,tile:100,x:1,y:65}
{id:16897,tile:100,x:1,y:66}
{id:17153,tile:100,x:1,y:67}
{id:17409,tile:100,x:1,y:68}
{id:17665,tile:100,x:1,y:69}
{id:17921,tile:100,x:1,y:70}
{id:18177,tile:100,x:1,y:71}
{id:18433,tile:100,x:1,y:72}
{id:18689,tile:100,x:1,y:73}
{id:18945,tile:100,x:1,y:74}
{id:19201,tile:100,x:1,y:75}
{id:19457,tile:100,x:1,y:76}
{id:19713,tile:100,x:1,y:77}
{id:19969,tile:100,x:1,y:78}
{id:20225,tile:100,x:1,y:79}
{id:20481,tile:100,x:1,y:80}
{id:20737,tile:100,x:1,y:81}
{id:20993,tile:100,x:1,y:82}
{id:21249,tile:100,x:1,y:83}
{id:21505,tile:100,x:1,y:84}
{id:21761,tile:100,x:1,y:85}
{id:22017,tile:100,x:1,y:86}
{id:22273,tile:100,x:1,y:87}
{id:22529,tile:100,x:1,y:88}
{id:22785,tile:100,x:1,y:89}
{id:23041,tile:100,x:1,y:90}
{id:23297,tile:100,x:1,y:91}
{id:23553,tile:100,x:1,y:92}
{id:23809,tile:100,x:1,y:93}
{id:24065,tile:100,x:1,y:94}
{id:24321,tile:100,x:1,y:95}
{id:24577,tile:100,x:1,y:96}
{id:24833,tile:100,x:1,y:97}
{id:25089,tile:100,x:1,y:98}
{id:25345,tile:100,x:1,y:99}
{id:25601,tile:100,x:1,y:100}
{id:25857,tile:100,x:1,y:101}
{id:26113,tile:100,x:1,y:102}
{id:26369,tile:100,x:1,y:103}
{id:26625,tile:100,x:1,y:104}
{id:26881,tile:100,x:1,y:105}
{id:27137,tile:100,x:1,y:106}
{id:27393,tile:100,x:1,y:107}
{id:27649,tile:100,x:1,y:108}
{id:27905,tile:100,x:1,y:109}
{id:28161,tile:100,x:1,y:110}
{id:28417,tile:100,x:1,y:111}
{id:28673,tile:100,x:1,y:112}
{id:28929,tile:100,x:1,y:113}
{id:29185,tile:100,x:1,y:114}
{id:29441,tile:100,x:1,y:115}
{id:29697,tile:100,x:1,y:116}
{id:29953,tile:100,x:1,y:117}
{id:30209,tile:100,x:1,y:118}
{id:30465,tile:100,x:1,y:119}
{id:30721,tile:100,x:1,y:120}
{id:30977,tile:100,x:1,y:121}
{id:31233,tile:100,x:1,y:122}
{id:31489,tile:100,x:1,y:123}
{id:31745,tile:100,x:1,y:124}
{id:32001,tile:100,x:1,y:125}
{id:32257,tile:100,x:1,y:126}
{id:32513,tile:100,x:1,y:127}
{id:32769,tile:100,x:1,y:128}
{id:33025,tile:100,x:1,y:129}
{id:33281,tile:100,x:1,y:130}
{id:33537,tile:100,x:1,y:131}
{id:33793,tile:100,x:1,y:132}
{id:34049,tile:100,x:1,y:133}
{id:34305,tile:100,x:1,y:134}
{id:34561,tile:100,x:1,y:135}
{id:34817,tile:100,x:1,y:136}
{id:35073,tile:100,x:1,y:137}
{id:35329,tile:100,x:1,y:138}
{id:35585,tile:100,x:1,y:139}
{id:35841,tile:100,x:1,y:140}
{id:36097,tile:100,x:1,y:141}
{id:36353,tile:100,x:1,y:142}
{id:36609,tile:100,x:1,y:143}
{id:36865,tile:100,x:1,y:144}
{id:37121,tile:100,x:1,y:145}
{id:37377,tile:100,x:1,y:146}
{id:37633,tile:100,x:1,y:147}
{id:37889,tile:100,x:1,y:148}
{id:38145,tile:100,x:1,y:149}
{id:38401,tile:100,x:1,y:150}
{id:38657,tile:100,x:1,y:151}
{id:38913,tile:100,x:1,y:152}
{id:39169,tile:100,x:1,y:153}
{id:39425,tile:100,x:1,y:154}
{id:39681,tile:100,x:1,y:155}
{id:39937,tile:100,x:1,y:156}
{id:40193,tile:100,x:1,y:157}
{id:40449,tile:100,x:1,y:158}
{id:40705,tile:100,x:1,y:159}
{id:40961,tile:100,x:1,y:160}
{id:41217,tile:100,x:1,y:161}
{id:41473,tile:100,x:1,y:162}
{id:41729,tile:100,x:1,y:163}
{id:41985,tile:100,x:1,y:164}
{id:42241,tile:100,x:1,y:165}
{id:42497,tile:100,x:1,y:166}
{id:42753,tile:100,x:1,y:167}
{id:43009,tile:100,x:1,y:168}
{id:43265,tile:100,x:1,y:169}
{id:43521,tile:100,x:1,y:170}
{id:43777,tile:100,x:1,y:171}
{id:44033,tile:100,x:1,y:172}
{id:44289,tile:100,x:1,y:173}
{id:44545,tile:100,x:1,y:174}
{id:44801,tile:100,x:1,y:175}
{id:45057,tile:100,x:1,y:176}
{id:45313,tile:100,x:1,y:177}
{id:45569,tile:100,x:1,y:178}
{id:45825,tile:100,x:1,y:179}
{id:46081,tile:100,x:1,y:180}
{id:46337,tile:100,x:1,y:181}
{id:46593,tile:100,x:1,y:182}
{id:46849,tile:100,x:1,y:183}
{id:47105,tile:100,x:1,y:184}
{id:47361,tile:100,x:1,y:185}
{id:47617,tile:100,x:1,y:186}
{id:47873,tile:100,x:1,y:187}
{id:48129,tile:100,x:1,y:188}
{id:48385,tile:100,x:1,y:189}
{id:48641,tile:100,x:1,y:190}
{id:48897,tile:100,x:1,y:191}
{id:49153,tile:100,x:1,y:192}
{id:49409,tile:100,x:1,y:193}
{id:49665,tile:100,x:1,y:194}
{id:49921,tile:100,x:1,y:195}
{id:50177,tile:100,x:1,y:196}
{id:50433,tile:100,x:1,y:197}
{id:50689,tile:100,x:1,y:198}
{id:50945,tile:100,x:1,y:199}
{id:51201,tile:100,x:1,y:200}
{id:51457,tile:100,x:1,y:201}
{id:51713,tile:100,x:1,y:202}
{id:51969,tile:100,x:1,y:203}
{id:52225,tile:100,x:1,y:204}
{id:52481,tile:100,x:1,y:205}
{id:52737,tile:100,x:1,y:206}
{id:52993,tile:100,x:1,y:207}
{id:53249,tile:100,x:1,y:208}
{id:53505,tile:100,x:1,y:209}
{id:53761,tile:100,x:1,y:210}
{id:54017,tile:100,x:1,y:211}
{id:54273,tile:100,x:1,y:212}
{id:54529,tile:100,x:1,y:213}
{id:54785,tile:100,x:1,y:214}
{id:55041,tile:100,x:1,y:215}
{id:55297,tile:100,x:1,y:216}
{id:55553,tile:100,x:1,y:217}
{id:55809,tile:100,x:1,y:218}
{id:56065,tile:100,x:1,y:219}
{id:56321,tile:100,x:1,y:220}
{id:56577,tile:100,x:1,y:221}
{id:56833,tile:100,x:1,y:222}
{id:57089,tile:100,x:1,y:223}
{id:57345,tile:100,x:1,y:224}
{id:57601,tile:100,x:1,y:225}
{id:57857,tile:100,x:1,y:226}
{id:58113,tile:100,x:1,y:227}
{id:58369,tile:100,x:1,y:228}
{id:58625,tile:100,x:1,y:229}
{id:58881,tile:100,x:1,y:230}
{id:59137,tile:100,x:1,y:231}
{id:59393,tile:100,x:1,y:232}
{id:59649,tile:100,x:1,y:233}
{id:59905,tile:100,x:1,y:234}
{id:60161,tile:100,x:1,y:235}
{id:60417,tile:100,x:1,y:236}
{id:60673,tile:100,x:1,y:237}
{id:60929,tile:100,x:1,y:238}
{id:61185,tile:100,x:1,y:239}
{id:61441,tile:100,x:1,y:240}
{id:61697,tile:100,x:1,y:241}
{id:61953,tile:100,x:1,y:242}
{id:62209,tile:100,x:1,y:243}
{id:62465,tile:100,x:1,y:244}
{id:62721,tile:100,x:1,y:245}
{id:62977,tile:100,x:1,y:246}
{id:63233,tile:100,x:1,y:247}
{id:63489,tile:100,x:1,y:248}
